jobTitle,companyName,location,salary,employmentType,seniority,tags_skills,postedAt,jobId,jobUrl,companyUrl,description,url
SPARE PARTS BUYING SUPPORT ANALYST,Mondelēz International,"Bratislava, Slovakia (Job with occasional home office)","[""1550"",""1550"",""EUR"",""month""]",full-time,,"REQUIREMENTS FOR THE EMPLOYEE
Candidates with education suit the position
University education (Bachelor's degree)
University education (Master's degree)
Language skills
English - Upper intermediate (B2)
The position is suitable for a fresh graduate
Yes
Personality requirements and skills
What you will bring:

A desire to drive your future and accelerate your career. You will bring experience and knowledge in:

• Your specific area of responsibility
• Administration with a strong customer-service orientation
• MS Office, especially Excel
• Meeting deadlines and strong prioritization skills
• Meticulously attending to details
• Working with a case management system

Education / Certifications:

• Bachelor's and Master's degree - Economics or related studies is an advantage

Job specific requirements:

• English - Upper intermediate (B2)
• Excellent stakeholder management both internally and externally
• Very good analytical skills and attention to details
• Good knowledge of Microsoft Office, especially Excel
• Ability to work in a dynamic environment
• Strong team-player

We will treat as an asset:

• Knowledge of SAP
• Initial experience within the procurement function
• Knowledge of Spanish or French language or additional European language is an advantage
• Cooperative and strong team environment
• International career opportunities
• Constant learning opportunities, talent support
• Performance annual bonus payment, yearly salary review based on performance
• Cafeteria (sports, relax venue, culture, travelling opportunities, language courses), free drinks and fruit in the workplace, meal vouchers, free company products, company gym
• Flexible working hours, extra holiday days, holiday for 1st day at school of the children, financial contribution to wedding, childbirth and retirement, service awards, manager´s awards, life insurance, contribution to education, contribution to pension fund up to 4% of monthly salary, company parties and team events
• Selected positions according to the seniority: company car also for private use, cell phone, notebook",2025-09-01T00:00:00.000Z,5149124,https://www.profesia.sk/praca/mondelez-international/O5149124,https://www.profesia.sk/praca/mondelez-international/C28246,"Are You Ready to Make It Happen at Mondelēz International?
Join our Mission to Lead the Future of Snacking. Make It Matter.

You work in Mondelēz International Business Services and perform administrative duties to support an impeccable service experience. In addition, you ensure that processes are adhered to and documented.

How you will contribute

You will be responsible for the daily administration and operational support for processes in your area of responsibility, ensuring that deadlines are met and service quality is delivered. To excel in this role, you will also ensure that activities are completed in compliance with standard operating procedures and legal requirements, including data privacy considerations. You will also work with other team members to ensure that end-to-end processes are efficient and accurate, including data input and maintenance, that access requests and issues are handled promptly, and that continuous improvement opportunities are identified and acted on.

More about this role

Joining MRO Team, you will be responsible for Info Record Management for European procurement. You will be interacting with internal stakeholders and local procurement colleagues. You will communicate with external suppliers in order to acquire valid prices or resolve issues with delivery. Active participation and support on projects or other ad-hoc testing activities might also in your scope.

This is a 12-month long fixed term opportunity.

Your main responsibilities will include:

• Creation and maintenance of Info Record and Source List
• Creation and Maintenance of Material Requirement Planning (MRP) purchase orders
• Regular follow-ups of MRP open items
• Sending requests for quotation and Price Lists to suppliers and submitting received prices to local Procurement for approval
• Working with Price Lists on European basis
• Proactively resolving identified issues
• Ensuring SLAs and service obligations are met for the work within scope
• Fulfilling and updating the process documentation
• Complying with all internal guidelines and external regulations e.g. SOX, Global Procurement Policy, Global Master Data Policy
• Supporting relationship with internal stakeholders and Local Procurement colleagues",https://www.profesia.sk/praca/mondelez-international/O5149124?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Obchodný pracovník (žena/muž) - Bytča,BILLA s.r.o.,Bytča,"[""1090"",""1090"",""EUR"",""mesiac""]",plný úväzok,,"Čo od Teba očakávame:
Stredoškolské vzdelanie
Preukaz pre prácu s potravinami a hygienické minimum
Trestnú bezúhonnosť
Čo by ťa ešte mohlo zaujímať:
Termín nástupu - presný termín spolu včas dohodneme
Pracovný čas – naši kolegovia na predajniach pracujú v nerovnomerne rozvrhnutom pracovnom čase počas otváracích hodín predajne v 6 – 10 hodinových zmenách
Informácie o výberovom konaní – ak sa ti páči táto ponuka práce, tak daj o sebe vedieť a pošli nám svoj životopis. Niekedy sa môže stať, že zareaguje väčšie množstvo kandidátov a preto oslovíme iba tých, ktorých pozveme na osobný pohovor.",2025-09-26T00:00:00.000Z,5165067,https://www.profesia.sk/praca/billa/O5165067,https://www.profesia.sk/praca/billa-s-r-o/C1751,"Systematickou a dôslednou prácou zabezpečíš, aby zákazníci u nás našli to, čo hľadajú
Pozorným okom pravidelne dohliadaš na čerstvosť ovocia, zeleniny aj pečiva, pretože kvalita je našou vizitkou
Komunikačné zručnosti využiješ za obslužným pultom, kde sa záujem poradiť skutočne cení
Svoju rozvahu a zodpovednosť zúročíš pri práci na pokladni
Vďaka tvojmu vnímavému pohľadu udržiavaš predajňu čistú a usporiadanú, aby sa v nej všetci cítili príjemne",https://www.profesia.sk/praca/billa/O5165067?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Skúsený programátor,"Prima banka Slovensko, a.s.",Žilina,"[""2200"",""2200"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
vysokoškolské III. stupňa
Vzdelanie v odbore
IT, technické
Ostatné znalosti
.NET - Pokročilý
C# - Pokročilý
SQL - Pokročilý
Prax na pozícii/v oblasti
4 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
praktické skúsenosti z absolvovaných projektov s technológiami C#,.NET, SQL
vzdelanie v oblasti IT (študentské projekty, stáže alebo podobné aktivity sú výhodou, certifikáty)
schopnosť analyzovať komplexné problémy, komunikatívnosť, kreativita, zodpovednosť, tímovosť
skúsenosť s vedením projektov alebo menšieho tímu
znalosť anglického jazyka pre účely porozumenia technickej dokumentácie
výhodou je znalosť MQ systémov, IBM MQ alebo RabbitMQ
znalosti UML pre úspešný vývoj a údržbu softvérových projektov",2025-09-26T00:00:00.000Z,4880320,https://www.profesia.sk/praca/prima-banka-slovensko/O4880320,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"Do nášho developerského tímu v Žiline hľadáme skúsených programátorov, ktorí sa neboja výziev, milujú IT technológie a chcú vidieť reálne výsledky svojej práce.

Čo ťa na tejto pozícii čaká?


zaujímavé projekty v bankovom sektore, kde budeš pracovať na digitalizácii procesov
práca s modernými nástrojmi od Microsoftu (Azure DevOps, Visual Studio, MS SQL) a technológiami .NET (C#, WCF, WPF, .NET 8, Blazor), ktoré ti umožnia posunúť svoju odbornosť a vedomosti na vyššiu úroveň v rýchlo sa rozvíjajúcom prostredí
zodpovednosť za návrh, vývoj a implementáciu mikroslužieb, ktoré sú kľúčové pre naše inovatívne procesy a návrh relačných databáz, vrátane analýzy požiadaviek a vytvárania robustnej databázovej architektúry
rozvoj zručností v tvorbe UML diagramov pre vizualizáciu a plánovanie návrhových vzorov, čo ti umožní lepšie pochopiť a aplikovať návrhové vzory v reálnych scenároch
práca na vytváraní a implementácii komunikácie pomocou MQ systémov (IBM MQ, RabbitMQ) vrátane návrhu front, kanálov, ktoré zabezpečujú asynchrónnu, efektívnu a robustnú komunikáciu medzi rôznymi aplikáciami a službami.",https://www.profesia.sk/praca/prima-banka-slovensko/O4880320?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
IT Analytik,"Prima banka Slovensko, a.s.",Žilina,"[""1400"",""1400"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
IT, technické
Ostatné znalosti
SQL - Pokročilý
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
znalosť MS SQL, UML – procesy, návrh mikroslužieb, Power BI a MS Excel
základné znalosti protokolov SOAP, Rest API
prehľad sieťových technológií (LAN, WAN, VPN) a bezpečnostných protokolov (SSL, TLS)
komunikatívnosť, kreativitu, schopnosť flexibilne riešiť problémy, zodpovednosť, tímová práca
úroveň anglického jazyka pre schopnosť porozumenia technickej dokumentácie",2025-09-26T00:00:00.000Z,4864342,https://www.profesia.sk/praca/prima-banka-slovensko/O4864342,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"Do nášho developerského tímu v Žiline hľadáme šikovných kolegov, ktorí majú radi výzvy, sú nadšencami IT technológií a chcú za sebou vidieť výsledky.

Čo ťa na tejto pozícii čaká?


komunikácia s biznis zadávateľmi
navrhovanie riešení
dokumentovanie požiadaviek zákazníkov a následné vypracovávanie analýz
testovanie funkčnosti navrhovaných softvérových riešení
dodržiavanie zákazníckych požiadaviek a vypracovávanie špecifikácií a procesov vývoja
nových softvérových riešení

dodržiavanie zadefinovaných firemných postupov a štandardov",https://www.profesia.sk/praca/prima-banka-slovensko/O4864342?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
SANITATION COORDINATOR,Mondelēz International,Kostolné Kračany,"[""2250"",""2250"",""EUR"",""mesiac""]",plný úväzok,,"POŽIADAVKY NA ZAMESTNANCA
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2)
Osobnostné predpoklady a zručnosti
Požadavky:

• Vysokoškolské vzdelanie v oblasti potravinárskej technológie alebo príbuzných vedných odborov
• Znalosť systémov riadenia kvality a bezpečnosti potravín
• Skúsenosti v potravinárskom priemysle/oddelení kvality alebo sanitácie
• Pokročilá znalosť anglického jazyka, slovenčina plynule",2025-09-03T00:00:00.000Z,5150757,https://www.profesia.sk/praca/mondelez-international/O5150757,https://www.profesia.sk/praca/mondelez-international/C28246,"Zabezpečenie vysokej kvality a bezpečnosti hotových výrobkov v súlade s CIQ. Koordinácia sanitačného programu na úrovni závodu. Riadenie programu SVP a udržiavanie vysokých hygienických štandardov pre oblasť výroby/skladov a nevýrobných oblastí. Udržiavanie systému kvality a a participácia na dosiahnuti stanovených cieľov. Riadenie programu sťažností spotrebiteľov a zákazníkov a zabezpečovanie súladu systémov kvality s požiadavkami politiky kvality a právnymi požiadavkami.

Náplň práce

• Zabezpečovanie kvality a bezpečnosti vyrábaných produktov udržiavaním požiadaviek systému kvality na úrovni závodu, ktorý funguje na základe požiadaviek politiky kvality (QP), právnych požiadaviek, požiadaviek a očakávaní zákazníkov, externých noriem, napr. IFS, FSSC 22000
• Zlepšovať systém kvality prostredníctvom aktívnej účasti na interných/externých auditoch.
• Zabezpečovat súlad internej dokumentácie s vyššie uvedenými požiadavkam, aktualizovať internú dokumentáciu a dohľad nad vykonávaním zmien v pokynoch a postupoch
• Budovat kultúry kvality a prostrednictvím školení zabezpečit dostatočné znalosti zaměstnanov o politikách kvality a požiadavkách systému CIQ.
• Realizácia projektov na zlepšenie kvality/hygieny a bezpečnosti výrobkov, zvyšovanie informovanosti zamestnancov.
• Riadenie programu sanitácie, hygieny a hygienickeho dizajnu v závode. Zabezpečenie implementácie s tým súvisiacich požiadaviek vo výrobe, právnych požiadaviek na SVP a hygienických zásad. Vykonávanie auditov SVP, príprava správ o auditoch. Príprava závodu na interné (SPR) a externé audity v tejto oblasti. Vykonávanie ročného hodnotenia výrobných liniek s cieľom odstrániť riziká spojené s výrobkami.
• Koordinácia práce externých spoločnosti, timu sanitacie a spolupráca s dodávateli
• Riadenie programu sťažností spotrebiteľov/zákazníkov na úrovni závodu. Spolupráca so všetkými oddeleniami zapojenými do tohto procesu, analýza príčin sťažností, iniciovanie plánov na zlepšenie, stanovenie nápravných opatrení a vedenie projektov na zníženie počtu sťažností a zlepšenie kvality a bezpečnosti výrobkov. Analýza trendov a vykazovanie kľúčových ukazovateľov výkonnosti
• Podpora projektov continuous improvement (CI) a bussiness deveelopment (BD) z hľadiska hygienického dizajnu, požiadaviek SVP atď. s cieľom zabezpečiť bezpečnosť výrobkov a zabezpečiť bezpečné pracovné podmienky na ochranu životného prostredia.
• Podpora implementácie IL6S prostredníctvom účasti a práce v rámci pilierov (napr. QM, AM).",https://www.profesia.sk/praca/mondelez-international/O5150757?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Osobný bankár - Poprad,"Prima banka Slovensko, a.s.",Poprad,"[""1300"",""1300"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Ostatné znalosti
Microsoft Excel - Základy
Microsoft Word - Základy
Microsoft Outlook - Základy
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
skúsenosti s komunikáciou s klientom v oblasti predaja a služieb
komunikačné, organizačné a predajné zručnosti
schopnosť budovať dlhodobé vzťahy s klientmi
pozitívny prístup k ľuďom, profesionálne a etické správanie, dôveryhodnosť a diskrétnosť
veľmi dobrá znalosť mesta a regiónu",2025-09-26T00:00:00.000Z,5138492,https://www.profesia.sk/praca/prima-banka-slovensko/O5138492,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"V roli osobného bankára budete zodpovedný za budovanie a rozvíjanie dlhodobých vzťahov s klientmi.

Čo od Vás budeme očakávať?


budovať a rozvíjať dlhodobé vzťahy s klientmi
navrhovať klientom optimálne riešenia ich potrieb
riešiť servisné požiadavky klientov
pracovať s finančnou hotovosťou
spolupracovať s kolegami na pobočke a centrále",https://www.profesia.sk/praca/prima-banka-slovensko/O5138492?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Správca siete,"Prima banka Slovensko, a.s.",Žilina,"[""1400"",""1400"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
IT, technické
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
znalosť sieťových protokolov
monitoring a manažment sietí
schopnosť rýchlo a efektívne riešiť problémy
vysoká miera samostatnosti a zodpovednosti
zmysel pre detail
dobré logické a analytické myslenie
výhodou sú certifikácie v oblasti počítačových sietí",2025-09-26T00:00:00.000Z,4745402,https://www.profesia.sk/praca/prima-banka-slovensko/O4745402,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"Do nášho tímu divízie IT a digitalizcie hľadáme šikovného kolegu na pozíciu Správca siete, ktorý bude zabezpečovať bezpečnosť a funkčnosť zverených informačných systémov.

Čo budeme od Vás očakávať?

aplikáciu bezpečnostných pravidiel sieťovej infraštruktúry
spoluprácu na príprave a realizácii projektov IT, podieľanie sa na tvorbe koncepcie IS banky
konzultácie a aktívnu spoluprácu s internými a externými spolupracovníkmi
poskytovanie školiteľskej, poradenskej a metodickej činnosti v oblasti svojich kompetencií",https://www.profesia.sk/praca/prima-banka-slovensko/O4745402?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Asistent/ka logistického manažéra,Doropharm Health s.r.o.,"Stará Vajnorská 21, Nové Mesto","[""1200"",""1200"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
stredoškolské s maturitou
nadstavbové/vyššie odborné vzdelanie
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Jazykové znalosti
Anglický jazyk - Stredne pokročilý (B2) alebo Nemecký jazyk - Stredne pokročilý (B2)
Ostatné znalosti
Microsoft Excel - Mierne pokročilý
Microsoft Word - Pokročilý
Prax na pozícii/v oblasti
fakturácia
Počet rokov praxe
1
Pozícia je vhodná pre absolventa
Áno
Osobnostné predpoklady a zručnosti

skúsenosti s administratívou a fakturáciou

dobrá znalosť práce s PC (MS Office, najmä Excel)

samostatnosť a zodpovedný prístup

spoľahlivosť a dôslednosť pri práci s dokumentmi

schopnosť komunikovať a spolupracovať s kolegami

trpezlivosť a bezúhonnosť",2025-09-26T00:00:00.000Z,5165058,https://www.profesia.sk/praca/doropharm-health/O5165058,https://www.profesia.sk/praca/doropharm-health-s-r-o/C269714,"vystavovanie a spracovanie faktúr

príprava podkladov a realizácia platieb

vystavovanie dobropisov

komunikácia a spolupráca s reklamačným oddelením

koordinácia so skladom pri spracovaní dokladov

evidencia a archivácia dokumentov",https://www.profesia.sk/praca/doropharm-health/O5165058?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Programátor,"Prima banka Slovensko, a.s.",Žilina,"[""1800"",""1800"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
IT, technické
Ostatné znalosti
.NET - Pokročilý
C# - Pokročilý
SQL - Pokročilý
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
teoretické znalosti v oblasti IT (študentské projekty, absolvovaná odborná prax a stáže alebo podobné aktivity sú výhodou)
komunikatívnosť, kreativitu, schopnosť flexibilne riešiť problémy, zodpovednosť, tímová práca
úroveň anglického jazyka pre schopnosť porozumenia technickej dokumentácie",2025-09-26T00:00:00.000Z,4731994,https://www.profesia.sk/praca/prima-banka-slovensko/O4731994,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"Do nášho dynamického developerského tímu v Žiline hľadáme talentovaných kolegov, ktorí sa neboja výziev, milujú IT technológie a chcú vidieť reálne výsledky svojej práce.

Čo ťa na tejto pozícii čaká?


zaujímavé projekty v bankovom sektore, kde budeš pracovať na digitalizácii procesov
práca s modernými nástrojmi od Microsoftu (.NET, C#, Azure DevOps, MS SQL, Rabbit MQ), ktoré ti umožnia posunúť svoje schopnosti a vedomosti na vyššiu úroveň v rýchlo sa rozvíjajúcom prostredí
rozvoj zručností a praktických skúseností s návrhovými vzormi a v tvorbe UML diagramov, ktoré sú kľúčové pre efektívne modelovanie a návrh softvérových systémov.",https://www.profesia.sk/praca/prima-banka-slovensko/O4731994?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Procurement Category Manager for Technology with French language,Would you like to work at the heart of change?,"Bratislava, Slovakia (Job with occasional home office)","[""3800"",""3800"",""EUR"",""month""]",full-time,,,2025-09-26T00:00:00.000Z,5165065,https://www.profesia.sk/praca/accenture/O5165065,https://www.profesia.sk/praca/accenture-s-r-o/C3691,"Come join Accenture as a Procurement Category Manager for Technology! We're looking for an experienced and motivated professional to lead our Gallia technology category operations. In this pivotal role, you'll execute both global and regional strategies at the local level, ensuring outstanding value, stakeholder satisfaction, and top-tier supplier performance. You'll drive cost savings, champion service excellence and compliance, serve as a trusted advisor to business stakeholders, and lead the development of local category teams and initiatives.",https://www.profesia.sk/praca/accenture/O5165065?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
Špecialista IT bezpečnosti,"Prima banka Slovensko, a.s.",Žilina,"[""1500"",""1500"",""EUR"",""mesiac""]",plný úväzok,,"Požiadavky na zamestnanca
Pozícii vyhovujú uchádzači so vzdelaním
vysokoškolské I. stupňa
vysokoškolské II. stupňa
Vzdelanie v odbore
informačné technológie
Vodičský preukaz
B
Prax na pozícii/v oblasti
2 roky praxe na plný úväzok
Osobnostné predpoklady a zručnosti
praktické skúsenosti v oblasti informačných technológií a informačnej bezpečnosti
výhodou je znalosť niektorých programovacích a skriptovacích jazykov
proaktívny a samostatný prístup pri riešení rôznych bezpečnostných situácií
schopnosť rýchlo a dôsledne realizovať úlohy
samostatnosť, systematickosť a prioritizácia
technické a analytické myslenie",2025-09-26T00:00:00.000Z,5085152,https://www.profesia.sk/praca/prima-banka-slovensko/O5085152,https://www.profesia.sk/praca/prima-banka-slovensko-a-s/C14660,"Do nášho tímu divízie IT a digitalizcie hľadáme šikovného kolegu na pozíciu Špecialista IT bezpečnosti. Chcete sa niečo užitočné naučiť a kariérne sa posúvať? Sme pre Vás ideálnou príležitosťou!

Čo budeme od Vás očakávať?


Zabezpečovanie prevádzky a konfigurácie bezpečnostných systémov (napr. SIEM, EDR, vulnerability scanning nástroje).
Monitorovanie a vyhodnocovanie bezpečnostných incidentov, eskalácia a spolupráca pri ich riešení.
Vykonávanie interných bezpečnostných testov a analýz zraniteľností.
Identifikovanie a hodnotenie kybernetických hrozieb a návrh technických a organizačných opatrení.
Spolupráca pri výkone externých a interných auditov vrátane prípravy podkladov a implementácie odporúčaní.
Tvorba a údržba bezpečnostnej dokumentácie a reportov.
Sledovanie a implementácia požiadaviek legislatívy a regulácie (napr. DORA, ZoKB, GDPR).
Poskytovanie poradenstva a konzultácií pre kolegov v oblasti kybernetickej a informačnej bezpečnosti.
Účasť na riešení bezpečnostných projektov a zmenových konaniach.",https://www.profesia.sk/praca/prima-banka-slovensko/O5085152?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
McDonald´s Pezinok hľadá kolegov na nočné zmeny od 1.535€ mesačne,Koho hľadáme?,"Myslenická 3135/2, Grinava, Pezinok","[""1535"",""1535"",""EUR"",""mesiac""]",Pezinok,,,2025-09-26T00:00:00.000Z,5165063,https://www.profesia.sk/praca/mcdonald-s/O5165063,https://www.profesia.sk/praca/mcdonald-s/C22848,"Niečo o nás:
Sme ikonou a jednotkou vo svete fastfoodu. Konkurencia je nám stále v pätách, ale my sme vždy o krok vpred. Je to práve kvôli našim zamestnancom, na ktorých sme pyšní. Bez ľudí by McDonald's neexistoval. Sme skvelá partia, ktorá rešpektuje každého jednotlivca. Veľa úspešných ľudí začínalo svoju kariéru práve prácou pod zlatými oblúkmi. Chceš vidieť do našej kuchyne a zažiť jedinečnú skúsenosť?

Koho hľadáme?
Ľudí na plné aj skrátené úväzky
Ľudí na nočné zmeny v časovom rozmedzí 18:00-02:00 alebo 22:00-06:00, prípadne podľa dohody
Zamestnancov do kuchyne, ktorí sa budú starať o čistotu strojov
Aké vlastnosti by si mal mať?
Spoľahlivosť, dochvíľnosť a zodpovedný prístup k práci
Zdvorilé a príjemné vystupovanie k hosťom a k svojim kolegom
Chuť a odvahu učiť sa nové veci
Zmysel pre tímovú prácu
Za koľko budeš pracovať?
Nástupná mzda 1535€ (po troch mesiacoch tréningu, navýšenie mzdy až do 1584€)
Prvé tri mesiace 5,05€ /odpracovaná hodina, po troch mesiacoch až do 5,35
Príspevok na udržiavanie uniformy 1,80€/odpracovaná hodina
Príplatok za nočné zmeny 1,876€/odpracovaná hodina
Príplatok za sobotu 2,345 €/odpracovaná hodina
Príplatok za nedeľu 4,690 €/odpracovaná hodina
Príplatok za nadčas 25% z priemernej hodinovej mzdy
Príplatok za sviatok 100% z priemernej hodinovej mzdy
Zvyšovanie mzdy po 3. mesiacoch a následne vždy po ročnom hodnotení
Aké výhody môžeš očakávať?
Flexibilný pracovný čas
Bezplatné poskytnutie uniformy
Motivačné akcie minimálne 4x ročne (bowling, divadlo, chata, motokáry, vianočná party a iné.)
Strava s 55% zľavou
Nápoje a káva zadarmo
Ovocie, sladkosti, čaje zadarmo
Príspevok pri narodení dieťaťa 200€
Príspevok pri uzavretí manželstva 100€
Iné bonusy o ktorých si povieme osobne
Strava na pracovnej zmene 22:00 - 06:00 zdarma
Čo ponúkame?
Priestor na sebarealizáciu
Skvelý tím, priateľskú atmosféru a dynamické prostredie
Istotu a zázemie nadnárodnej spoločnosti
Pravidelné, vysoko profesionálne školenia a tréningy
Výplata vždy v presne v stanovenom termíne
Zákonne uzavretý zmluvný vzťah
Čo ťa čaká?
Naučíš sa obsluhovať stroje pre prípravu produktov
Postaráš sa o čistotu strojov a reštaurácie
Budeš vyrábať naše ikonické burgre
Zistíš prečo sú naše hranolky také jedinečné
Budeš sa starať o našich zákazníkov
Staneš sa súčasťou skvelej partie ľudí",https://www.profesia.sk/praca/mcdonald-s/O5165063?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
McDonald´s Podunajské Biskupice hľadá zamestnancov na pracovnú zmluvu,Koho hľadáme?,"Ulica Svornosti 12075/48, Podunajské Biskupice","[""1371"",""1371"",""EUR"",""mesiac""]",Podunajské Biskupice,,,2025-09-26T00:00:00.000Z,5165062,https://www.profesia.sk/praca/mcdonald-s/O5165062,https://www.profesia.sk/praca/mcdonald-s/C22848,"Niečo o nás:
Sme ikonou a jednotkou vo svete fastfoodu. Konkurencia je nám stále v pätách, ale my sme vždy o krok vpred. Je to práve kvôli našim zamestnancom, na ktorých sme pyšní. Bez ľudí by McDonald's neexistoval. Sme skvelá partia, ktorá rešpektuje každého jednotlivca. Veľa úspešných ľudí začínalo svoju kariéru práve prácou pod zlatými oblúkmi. Chceš vidieť do našej kuchyne a zažiť jedinečnú skúsenosť?

Koho hľadáme?
Ľudí na plné a skrátené úväzky
Ľudí aj na nočné zmeny
Mamičky na materskej dovolenke a aktívnych seniorov
Zamestnancov do kuchyne, aj tých ktorí sa budú starať o našich hostí
Aké vlastnosti by si mal mať?
Spoľahlivosť, dochvíľnosť a zodpovedný prístup k práci
Zdvorilé a príjemné vystupovanie k hosťom a k svojim kolegom
Chuť a odvahu učiť sa nové veci
Zmysel pre tímovú prácu
Za koľko budeš pracovať?
Nástupná mzda 1322€ (po troch mesiacoch tréningu, navýšenie mzdy až do 1.370€)
Príspevok na udržiavanie uniformy 1,50€/odpracovaná hodina
Príplatok za nočné zmeny 1,876€/odpracovaná hodina
Príplatok za sobotu 2,345 €/odpracovaná hodina
Príplatok za nedeľu 4,690 €/odpracovaná hodina
Príplatok za nadčas 25% z priemernej hodinovej mzdy
Príplatok za sviatok 100% z priemernej hodinovej mzdy
Aké výhody môžeš očakávať?
Flexibilný pracovný čas
Bezplatné poskytnutie uniformy
Motivačné akcie minimálne 3x ročne (novoročná párty, letná chata, športový deň)
Strava s 55% zľavou
Nápoje a káva zadarmo
Ovocie, sladkosti, čaje zadarmo
Príspevok pri narodení dieťaťa 200€
Príspevok pri uzavretí manželstva 100€
Bezproblémové parkovanie
Multisport karta
Iné bonusy o ktorých si povieme osobne
Čo ponúkame?
Priestor na sebarealizáciu
Skvelý tím, priateľskú atmosféru a dynamické prostredie
Istotu a zázemie nadnárodnej spoločnosti
Pravidelné, vysoko profesionálne školenia a tréningy
Výplata vždy v presne v stanovenom termíne
Zákonne uzavretý zmluvný vzťah
Poskytujeme odborné poradenstvo a psychologickú podporu
Čo ťa čaká?
Budeš vyrábať naše ikonické burgre
Zistíš prečo sú naše hranolky také jedinečné
Budeš sa starať o našich zákazníkov
Staneš sa súčasťou skvelej partie ľudí
Postaráš sa o čistotu strojov a reštaurácie
Naučíš sa obsluhovať stroje pre prípravu produktov",https://www.profesia.sk/praca/mcdonald-s/O5165062?search_id=b108663a-c8ff-4d38-9ccf-ada1c4428381
